id;processo;tribunal;natureza;distribuicao_data;numero;instancia;codigo_identificador;id
529;0010697-09.2005.4.03.6104;TRF3;APCIV;2011-04-14;106970920054036104;2;"0010697-09.2005.4.03.6104 1620707 ApCiv - SP";500276906
530;0010697-09.2005.4.03.6104;TRF3;"233 REINTEGRACAO MANUTENCAO DE POSSE";2006-09-11;106970920054036104;1;"0010697-09.2005.4.03.6104 233 . REINTEGRACAO/MANUTENCAO DE POSSE";500276673
531;1002533-33.2022.4.01.3506;TRF1;"PROCEDIMENTO COMUM CIVEL";2022-08-25;10025333320224013506;1;"PROCEDIMENTO COMUM CÍVEL 1002533-33.2022.4.01.3506";500691201
532;1002533-33.2022.4.01.3506;TRF1;"PROCEDIMENTO COMUM CIVEL";2022-08-25;10025333320224013506;1;"PROCEDIMENTO COMUM CÍVEL 1002533-33.2022.4.01.3506";500691201
533;0801000-73.2022.8.14.0031;TRF1;"PETICAO CIVEL";2023-03-22;10106225320234010000;2;"PETIÇÃO CÍVEL 1010622-53.2023.4.01.0000";522406965
534;0800383-98.2022.8.14.0036;TJPA;"CARTA PRECATORIA CIVEL";2022-08-29;8003848320228140036;1;"CARTA PRECATÓRIA CÍVEL 0800384-83.2022.8.14.0036";501071271
535;1000561-24.2018.4.01.3100;TRF1;"PROCEDIMENTO COMUM 7";2018-05-22;10005612420184013100;1;"PROCEDIMENTO COMUM 1000561-24.2018.4.01.3100";320582823
536;0854204-36.2022.8.10.0001;TJMA;"AGRAVO DE INSTRUMENTO";2022-10-18;8214642820228100000;2;"AGRAVO DE INSTRUMENTO 0821464-28.2022.8.10.0000";507236716
537;1014045-97.2019.4.01.3900;TRF1;"ACAO CIVIL PUBLICA CIVEL";2019-11-27;10140459720194013900;1;"AÇÃO CIVIL PÚBLICA CÍVEL 1014045-97.2019.4.01.3900";387246395
538;1002960-30.2022.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2023-02-01;10025481020234010000;2;"AGRAVO DE INSTRUMENTO 1002548-10.2023.4.01.0000";516545941
539;1002960-30.2022.4.01.3506;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2021-05-29;10016546020214013506;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 1001654-60.2021.4.01.3506";450727278
540;1011996-53.2022.4.01.3100;TRF1;"AGRAVO DE INSTRUMENTO";2023-01-24;10013607920234010000;2;"AGRAVO DE INSTRUMENTO 1001360-79.2023.4.01.0000";515705323
541;1021441-03.2020.4.01.3800;TRF1;"AGRAVO DE INSTRUMENTO";2022-03-30;10100599320224010000;2;"AGRAVO DE INSTRUMENTO 1010059-93.2022.4.01.0000";481230203
542;1021441-03.2020.4.01.3800;TRF1;"CUMPRIMENTO DE SENTENCA";2021-03-22;10132226420214013800;1;"CUMPRIMENTO DE SENTENÇA 1013222-64.2021.4.01.3800";472470545
543;1021441-03.2020.4.01.3800;TRF6;"CUMPRIMENTO DE SENTENCA";2020-01-31;10030509720204013800;1;"CUMPRIMENTO DE SENTENÇA 1003050-97.2020.4.01.3800";505837864
544;1021441-03.2020.4.01.3800;TRF1;"CUMPRIMENTO DE SENTENCA";2020-01-31;10030509720204013800;1;"CUMPRIMENTO DE SENTENÇA 1003050-97.2020.4.01.3800";395370694
545;1021441-03.2020.4.01.3800;TRF1;"CUMPRIMENTO DE SENTENCA";2020-06-08;10214410320204013800;1;"CUMPRIMENTO DE SENTENÇA 1021441-03.2020.4.01.3800";406590291
546;1021441-03.2020.4.01.3800;TRF6;"CUMPRIMENTO DE SENTENCA";2021-03-22;10132226420214013800;1;"CUMPRIMENTO DE SENTENÇA 1013222-64.2021.4.01.3800";509326580
547;0015004-18.2014.4.01.3300;TRF1;"65 - ACAO CIVIL PUBLICA";2013-06-26;216836820134013300;1;"0021683-68.2013.4.01.3300 65 - Ação Civil Pública 26/06/2013";420858106
548;0015004-18.2014.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2014-04-28;150041820144013300;1;"0015004-18.2014.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 25/04/2014";510432252
549;0015004-18.2014.4.01.3300;TRF1;"ACAO CIVIL PUBLICA CIVEL";2013-06-26;216836820134013300;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0021683-68.2013.4.01.3300";452567823
550;8001642-86.2018.8.05.0142;TJBA;"INTERDITO PROIBITORIO";2018-09-25;80016428620188050142;1;"INTERDITO PROIBITÓRIO 8001642-86.2018.8.05.0142";335006381
551;0800909-78.2022.8.10.0100;TJMA;"PROCESSO CIVEL E DO TRABALHO PROCESSO DE CONHECIMENTO PROCEDIMENTO DE CONHECIMENTO PROCEDIMENTO COMUM CIVEL";2015-09-04;6757620158100100;1;"675-76.2015.8.10.0100 PROCESSO CÍVEL E DO TRABALHO | Processo de Conhecimento | Procedimento de Conhecimento | Procedimento Comum Cível";403057206
552;0015004-18.2014.4.01.3300;TRF1;"65 - ACAO CIVIL PUBLICA";2013-06-26;216836820134013300;1;"0021683-68.2013.4.01.3300 65 - Ação Civil Pública 26/06/2013";420858106
553;0015004-18.2014.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2014-04-28;150041820144013300;1;"0015004-18.2014.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 25/04/2014";510432252
554;0015004-18.2014.4.01.3300;TRF1;"ACAO CIVIL PUBLICA CIVEL";2013-06-26;216836820134013300;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0021683-68.2013.4.01.3300";452567823
555;0000744-95.2022.8.26.0172;TJSP;"PROCEDIMENTO COMUM";2018-05-29;10003891020188260172;1;"Procedimento Comum 1000389-10.2018.8.26.0172";321435708
556;5000040-78.2023.8.13.0671;TJMG;"CIVEL CARTA DE ORDEM CIVEL";2023-04-27;50007560820238130671;1;"[CÍVEL] CARTA DE ORDEM CÍVEL 5000756-08.2023.8.13.0671";530896212
557;0106863-45.2015.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-11-20;1068634520154013700;1;"0106863-45.2015.4.01.3700 1707 - Reintegração / Manutenção de Posse 20/11/2015";515786041
558;0106863-45.2015.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-11-20;1068634520154013700;1;"0106863-45.2015.4.01.3700 1707 - Reintegração / Manutenção de Posse 20/11/2015";515786041
559;0004203-76.2016.4.01.3816;TJMG;"REINTEGRACAO MANUTENCAO DE POSSE";2014-08-05;332587120148130034;1;"0033258-71.2014.8.13.0034 Reintegração / Manutenção de Posse";422952782
560;0004203-76.2016.4.01.3816;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2016-09-21;42037620164013816;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0004203-76.2016.4.01.3816";421913093
561;0004203-76.2016.4.01.3816;TRF6;"APELACAO CIVEL";2022-09-15;42037620164013816;2;"APELAÇÃO CÍVEL 0004203-76.2016.4.01.3816";516647154
562;0004203-76.2016.4.01.3816;TRF1;"APELACAO CIVEL";2020-09-16;42037620164013816;2;"APELAÇÃO CÍVEL 0004203-76.2016.4.01.3816";415177178
563;0001641-47.2018.4.01.3906;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2018-05-15;16414720184013906;1;"0001641-47.2018.4.01.3906 7 - Procedimento Comum Cível 15/05/2018";519880860
564;0001641-47.2018.4.01.3906;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2021-10-01;10358526820214010000;2;"CONFLITO DE COMPETÊNCIA CÍVEL 1035852-68.2021.4.01.0000";461708929
565;0002025-72.2011.8.26.0172;TJSP;"PROCEDIMENTO COMUM CIVEL";2004-04-14;2991020048260172;1;"Procedimento Comum Cível 0000299-10.2004.8.26.0172";491666052
566;0002365-26.2005.8.26.0172;TJSP;"PROCEDIMENTO COMUM CIVEL";2004-04-14;2991020048260172;1;"Procedimento Comum Cível 0000299-10.2004.8.26.0172";491666052
567;0004512-76.2013.8.05.0027;TJBA;"EXECUCAO FISCAL";2013-12-17;45127620138050027;1;"EXECUÇÃO FISCAL 0004512-76.2013.8.05.0027";525198687
568;0004512-76.2013.8.05.0027;TJBA;"EXECUCAO FISCAL";2013-12-17;45127620138050027;1;"EXECUÇÃO FISCAL 0004512-76.2013.8.05.0027";525198687
569;0000955-14.2009.8.24.0053;TJSC;"EXECUCAO DE TITULO EXTRAJUDICIAL";2009-08-18;9551420098240053;1;"Execução de Título Extrajudicial 0000955-14.2009.8.24.0053";525702358
570;0001181-42.2017.5.08.0115;TRT8;ATORD;2017-05-31;11814220175080115;1;"ATOrd 0001181-42.2017.5.08.0115";506930020
571;0001182-27.2017.5.08.0115;TRT8;ATORD;2017-05-31;11822720175080115;1;"ATOrd 0001182-27.2017.5.08.0115";506929048
572;0001183-12.2017.5.08.0115;TRT8;ATORD;2017-05-31;11831220175080115;1;"ATOrd 0001183-12.2017.5.08.0115";506930145
573;0001185-79.2017.5.08.0115;TRT8;ATORD;2017-05-31;11857920175080115;1;"ATOrd 0001185-79.2017.5.08.0115";506930844
574;0001180-57.2017.5.08.0115;TRT8;ATORD;2017-05-31;11805720175080115;1;"ATOrd 0001180-57.2017.5.08.0115";506929661
575;0001176-20.2017.5.08.0115;TRT8;ATORD;2017-05-30;11762020175080115;1;"ATOrd 0001176-20.2017.5.08.0115";506932525
576;0001177-05.2017.5.08.0115;TRT8;ATORD;2017-05-30;11770520175080115;1;"ATOrd 0001177-05.2017.5.08.0115";506931084
577;0001178-87.2017.5.08.0115;TRT8;ATORD;2017-05-30;11788720175080115;1;"ATOrd 0001178-87.2017.5.08.0115";506930447
578;0001175-35.2017.5.08.0115;TRT8;ATORD;2017-05-30;11753520175080115;1;"ATOrd 0001175-35.2017.5.08.0115";506930584
579;0000042-03.2015.5.19.0056;TRT19;ATORD;2015-01-22;420320155190056;1;"ATOrd 0000042-03.2015.5.19.0056";506998028
580;0001244-49.2014.5.19.0056;TRT19;ROT;2015-03-09;12444920145190056;2;"ROT 0001244-49.2014.5.19.0056";448982387
581;0001244-49.2014.5.19.0056;TRT19;ATORD;2014-11-21;12444920145190056;1;"ATOrd 0001244-49.2014.5.19.0056";448982385
582;0001109-37.2014.5.19.0056;TRT19;ATORD;2014-10-02;11093720145190056;1;"ATOrd 0001109-37.2014.5.19.0056";486424950
583;0000811-33.2014.5.19.0060;TRT19;ATSUM;2014-06-19;8113320145190060;1;"ATSum 0000811-33.2014.5.19.0060";514645897
584;0000348-06.2014.5.19.0056;TRT19;RO;2015-03-10;3480620145190056;2;"RO 0000348-06.2014.5.19.0056";307605806
585;0000114-24.2014.5.19.0056;TRT19;RO;2018-09-04;1142420145190056;2;"RO 0000114-24.2014.5.19.0056";333277581
586;0000352-43.2014.5.19.0056;TRT19;RO;2015-03-20;3524320145190056;2;"RO 0000352-43.2014.5.19.0056";307605824
587;0000352-43.2014.5.19.0056;TST;RR;2016-02-16;3524320145190056;3;"RR - 352-43.2014.5.19.0056";323204928
588;0000714-45.2014.5.19.0056;TST;RR;2016-02-26;7144520145190056;3;"RR - 714-45.2014.5.19.0056";323787180
589;0000069-06.2018.5.06.0391;TRT6;RTSUM;2018-02-16;690620185060391;1;"RTSum 0000069-06.2018.5.06.0391";313227690
590;0000035-72.2015.5.06.0282;TRT6;RTORD;2015-01-28;357220155060282;1;"RTOrd 0000035-72.2015.5.06.0282";324200296
591;0000510-27.2018.5.08.0101;TRT8;RTSUM;2018-08-02;5102720185080101;1;"RTSum 0000510-27.2018.5.08.0101";329539145
592;0000526-38.2018.5.06.0391;TRT6;RTSUM;2018-08-21;5263820185060391;1;"RTSum 0000526-38.2018.5.06.0391";331900093
593;0000138-52.2014.5.19.0056;TRT19;ROT;2018-09-04;1385220145190056;2;"ROT 0000138-52.2014.5.19.0056";487326666
594;0000138-52.2014.5.19.0056;TRT19;RTORD;2014-02-05;1385220145190056;1;"RTOrd 0000138-52.2014.5.19.0056";350629351
595;0000138-52.2014.5.19.0056;TRT19;RO;2018-09-04;1385220145190056;2;"RO 0000138-52.2014.5.19.0056";333277105
596;0000420-90.2014.5.19.0056;TRT19;RO;2018-06-20;4209020145190056;2;"RO 0000420-90.2014.5.19.0056";324503119
597;0000135-97.2014.5.19.0056;TRT19;RO;2018-07-25;1359720145190056;2;"RO 0000135-97.2014.5.19.0056";328733233
598;0000359-35.2014.5.19.0056;TRT19;RO;2018-06-22;3593520145190056;2;"RO 0000359-35.2014.5.19.0056";324937066
599;0000359-35.2014.5.19.0056;TRT19;RTORD;2014-03-15;3593520145190056;1;"RTOrd 0000359-35.2014.5.19.0056";363628810
600;0000359-35.2014.5.19.0056;TRT19;ROT;2018-06-22;3593520145190056;2;"ROT 0000359-35.2014.5.19.0056";471710857
601;0000035-72.2015.5.06.0282;TRT6;RTORD;2015-01-28;357220155060282;1;"RTOrd 0000035-72.2015.5.06.0282";324200296
602;0000069-49.2016.5.19.0056;TRT19;ATORD;2016-01-28;694920165190056;1;"ATOrd 0000069-49.2016.5.19.0056";397037865
603;0000174-26.2016.5.19.0056;TRT19;ATORD;2016-03-07;1742620165190056;1;"ATOrd 0000174-26.2016.5.19.0056";436459449
604;0001131-11.2015.5.19.0008;TRT19;ACPCIV;2015-08-13;11311120155190008;1;"ACPCiv 0001131-11.2015.5.19.0008";438692812
605;0001244-49.2014.5.19.0056;TRT19;ROT;2015-03-09;12444920145190056;2;"ROT 0001244-49.2014.5.19.0056";448982387
606;0001244-49.2014.5.19.0056;TRT19;ATORD;2014-11-21;12444920145190056;1;"ATOrd 0001244-49.2014.5.19.0056";448982385
607;0000166-20.2014.5.19.0056;TRT19;ROT;2015-04-29;1662020145190056;2;"ROT 0000166-20.2014.5.19.0056";469539261
608;0000685-58.2015.5.19.0056;TRT19;ATORD;2015-07-07;6855820155190056;1;"ATOrd 0000685-58.2015.5.19.0056";469538907
609;0000269-27.2014.5.19.0056;TRT19;ROT;2015-08-14;2692720145190056;2;"ROT 0000269-27.2014.5.19.0056";469539262
610;0000359-35.2014.5.19.0056;TRT19;RO;2018-06-22;3593520145190056;2;"RO 0000359-35.2014.5.19.0056";324937066
611;0000359-35.2014.5.19.0056;TRT19;RTORD;2014-03-15;3593520145190056;1;"RTOrd 0000359-35.2014.5.19.0056";363628810
612;0000359-35.2014.5.19.0056;TRT19;ROT;2018-06-22;3593520145190056;2;"ROT 0000359-35.2014.5.19.0056";471710857
613;0000526-38.2018.5.06.0391;TRT6;RTSUM;2018-08-21;5263820185060391;1;"RTSum 0000526-38.2018.5.06.0391";331900093
614;0000307-05.2015.5.19.0056;TRT19;AP;2022-05-13;3070520155190056;2;"AP 0000307-05.2015.5.19.0056";506788827
615;0000307-05.2015.5.19.0056;TRT19;ATORD;2015-03-26;3070520155190056;1;"ATOrd 0000307-05.2015.5.19.0056";478361065
616;0000134-44.2016.5.19.0056;TRT19;ATORD;2016-02-27;1344420165190056;1;"ATOrd 0000134-44.2016.5.19.0056";480077282
617;0000119-09.2017.5.19.0002;TRT19;ATORD;2017-02-02;1190920175190002;1;"ATOrd 0000119-09.2017.5.19.0002";480634068
618;0000327-59.2016.5.19.0056;TRT19;ATORD;2016-04-06;3275920165190056;1;"ATOrd 0000327-59.2016.5.19.0056";482515143
619;0000664-48.2016.5.19.0056;TRT19;ATORD;2016-07-27;6644820165190056;1;"ATOrd 0000664-48.2016.5.19.0056";482516775
620;0000141-36.2016.5.19.0056;TRT19;ATORD;2016-02-27;1413620165190056;1;"ATOrd 0000141-36.2016.5.19.0056";482527361
621;0000142-21.2016.5.19.0056;TRT19;ATORD;2016-02-27;1422120165190056;1;"ATOrd 0000142-21.2016.5.19.0056";482527544
622;0000143-06.2016.5.19.0056;TRT19;ATORD;2016-02-27;1430620165190056;1;"ATOrd 0000143-06.2016.5.19.0056";482527806
623;0000137-96.2016.5.19.0056;TRT19;ATORD;2016-02-27;1379620165190056;1;"ATOrd 0000137-96.2016.5.19.0056";482681108
624;0000136-14.2016.5.19.0056;TRT19;ATORD;2016-02-27;1361420165190056;1;"ATOrd 0000136-14.2016.5.19.0056";482681148
625;0000138-81.2016.5.19.0056;TRT19;ATORD;2016-02-27;1388120165190056;1;"ATOrd 0000138-81.2016.5.19.0056";482681189
626;0000008-91.2016.5.19.0056;TRT19;ATORD;2016-01-07;89120165190056;1;"ATOrd 0000008-91.2016.5.19.0056";482681204
627;0000133-59.2016.5.19.0056;TRT19;ATORD;2016-02-27;1335920165190056;1;"ATOrd 0000133-59.2016.5.19.0056";482681300
628;0000009-76.2016.5.19.0056;TRT19;ATORD;2016-01-07;97620165190056;1;"ATOrd 0000009-76.2016.5.19.0056";482681312
629;0000140-51.2016.5.19.0056;TRT19;ATORD;2016-02-27;1405120165190056;1;"ATOrd 0000140-51.2016.5.19.0056";482681545
630;0000139-66.2016.5.19.0056;TRT19;ATORD;2016-02-27;1396620165190056;1;"ATOrd 0000139-66.2016.5.19.0056";482681617
631;0000969-66.2015.5.19.0056;TRT19;ATORD;2015-10-16;9696620155190056;1;"ATOrd 0000969-66.2015.5.19.0056";482682262
632;0000884-80.2015.5.19.0056;TRT19;ATORD;2015-09-15;8848020155190056;1;"ATOrd 0000884-80.2015.5.19.0056";482682281
633;0000185-26.2014.5.19.0056;TRT19;ROT;2015-04-29;1852620145190056;2;"ROT 0000185-26.2014.5.19.0056";484933036
634;0000185-26.2014.5.19.0056;TST;RR;2016-02-15;1852620145190056;3;"RR - 185-26.2014.5.19.0056";323787120
635;0001109-37.2014.5.19.0056;TRT19;ATORD;2014-10-02;11093720145190056;1;"ATOrd 0001109-37.2014.5.19.0056";486424950
636;0000138-52.2014.5.19.0056;TRT19;ROT;2018-09-04;1385220145190056;2;"ROT 0000138-52.2014.5.19.0056";487326666
637;0000138-52.2014.5.19.0056;TRT19;RTORD;2014-02-05;1385220145190056;1;"RTOrd 0000138-52.2014.5.19.0056";350629351
638;0000138-52.2014.5.19.0056;TRT19;RO;2018-09-04;1385220145190056;2;"RO 0000138-52.2014.5.19.0056";333277105
639;0000341-14.2014.5.19.0056;TRT19;ROT;2015-03-22;3411420145190056;2;"ROT 0000341-14.2014.5.19.0056";487327077
640;0000341-14.2014.5.19.0056;TST;RR;2016-02-16;3411420145190056;3;"RR - 341-14.2014.5.19.0056";323205152
641;0000510-27.2018.5.08.0101;TRT8;RTSUM;2018-08-02;5102720185080101;1;"RTSum 0000510-27.2018.5.08.0101";329539145
642;0000286-63.2014.5.19.0056;TRT19;ROT;2015-02-11;2866320145190056;2;"ROT 0000286-63.2014.5.19.0056";489061493
643;0000286-63.2014.5.19.0056;TST;RR;2016-02-26;2866320145190056;3;"RR - 286-63.2014.5.19.0056";323204966
644;0000069-06.2018.5.06.0391;TRT6;RTSUM;2018-02-16;690620185060391;1;"RTSum 0000069-06.2018.5.06.0391";313227690
645;0001006-93.2015.5.19.0056;TRT19;ATORD;2015-10-30;10069320155190056;1;"ATOrd 0001006-93.2015.5.19.0056";506687691
646;0001057-07.2015.5.19.0056;TRT19;ATORD;2015-11-19;10570720155190056;1;"ATOrd 0001057-07.2015.5.19.0056";506688416
647;0000101-88.2015.5.19.0056;TRT19;ATORD;2015-02-11;1018820155190056;1;"ATOrd 0000101-88.2015.5.19.0056";506689061
648;0001053-67.2015.5.19.0056;TRT19;ATORD;2015-11-18;10536720155190056;1;"ATOrd 0001053-67.2015.5.19.0056";506689343
649;0001055-37.2015.5.19.0056;TRT19;ATORD;2015-11-19;10553720155190056;1;"ATOrd 0001055-37.2015.5.19.0056";506690304
650;0001015-11.2015.5.19.0006;TRT19;ATORD;2015-07-24;10151120155190006;1;"ATOrd 0001015-11.2015.5.19.0006";506690326
651;0001115-10.2015.5.19.0056;TRT19;ATORD;2015-12-14;11151020155190056;1;"ATOrd 0001115-10.2015.5.19.0056";506694621
652;0000170-86.2016.5.19.0056;TRT19;ATORD;2016-03-06;1708620165190056;1;"ATOrd 0000170-86.2016.5.19.0056";506720566
653;0000187-59.2015.5.19.0056;TRT19;ATORD;2015-03-03;1875920155190056;1;"ATOrd 0000187-59.2015.5.19.0056";506720616
654;0001524-45.2015.5.19.0004;TRT19;ATORD;2015-10-30;15244520155190004;1;"ATOrd 0001524-45.2015.5.19.0004";506724358
655;0000186-74.2015.5.19.0056;TRT19;ATORD;2015-03-03;1867420155190056;1;"ATOrd 0000186-74.2015.5.19.0056";506748890
656;0001252-36.2015.5.19.0009;TRT19;ATORD;2015-09-10;12523620155190009;1;"ATOrd 0001252-36.2015.5.19.0009";506758326
657;0000185-89.2015.5.19.0056;TRT19;ATORD;2015-03-03;1858920155190056;1;"ATOrd 0000185-89.2015.5.19.0056";506778025
658;0000377-82.2016.5.19.0057;TRT19;ATSUM;2016-03-27;3778220165190057;1;"ATSum 0000377-82.2016.5.19.0057";506783157
659;0000225-71.2015.5.19.0056;TRT19;ATORD;2015-03-09;2257120155190056;1;"ATOrd 0000225-71.2015.5.19.0056";506783720
660;0000300-44.2016.5.19.0002;TRT19;ATSUM;2016-03-07;3004420165190002;1;"ATSum 0000300-44.2016.5.19.0002";506788978
661;0000360-49.2016.5.19.0056;TRT19;ATORD;2016-04-18;3604920165190056;1;"ATOrd 0000360-49.2016.5.19.0056";506791587
662;0000214-42.2015.5.19.0056;TRT19;ATORD;2015-03-05;2144220155190056;1;"ATOrd 0000214-42.2015.5.19.0056";506792324
663;0000343-47.2015.5.19.0056;TRT19;ATORD;2015-04-07;3434720155190056;1;"ATOrd 0000343-47.2015.5.19.0056";506793738
664;0000296-73.2015.5.19.0056;TRT19;ATORD;2015-03-24;2967320155190056;1;"ATOrd 0000296-73.2015.5.19.0056";506794528
665;0000376-97.2016.5.19.0057;TRT19;ATSUM;2016-03-27;3769720165190057;1;"ATSum 0000376-97.2016.5.19.0057";506795007
666;0000305-35.2015.5.19.0056;TRT19;ATORD;2015-03-26;3053520155190056;1;"ATOrd 0000305-35.2015.5.19.0056";506795187
667;0000247-95.2016.5.19.0056;TRT19;ATSUM;2016-03-20;2479520165190056;1;"ATSum 0000247-95.2016.5.19.0056";506796014
668;0000306-20.2015.5.19.0056;TRT19;ATORD;2015-03-26;3062020155190056;1;"ATOrd 0000306-20.2015.5.19.0056";506797997
669;0000239-21.2016.5.19.0056;TRT19;ATSUM;2016-03-18;2392120165190056;1;"ATSum 0000239-21.2016.5.19.0056";506798376
670;0000451-76.2015.5.19.0056;TRT19;ATORD;2015-04-29;4517620155190056;1;"ATOrd 0000451-76.2015.5.19.0056";506800070
671;0000639-69.2015.5.19.0056;TRT19;ATORD;2015-06-18;6396920155190056;1;"ATOrd 0000639-69.2015.5.19.0056";506803725
672;0000070-34.2016.5.19.0056;TRT19;ATORD;2016-01-28;703420165190056;1;"ATOrd 0000070-34.2016.5.19.0056";506803726
673;0000099-21.2015.5.19.0056;TRT19;ATORD;2015-02-11;992120155190056;1;"ATOrd 0000099-21.2015.5.19.0056";506809535
674;0000838-91.2015.5.19.0056;TRT19;ATORD;2015-08-31;8389120155190056;1;"ATOrd 0000838-91.2015.5.19.0056";506811852
675;0000656-08.2015.5.19.0056;TRT19;ATORD;2015-06-24;6560820155190056;1;"ATOrd 0000656-08.2015.5.19.0056";506812136
676;0001182-27.2017.5.08.0115;TRT8;ATORD;2017-05-31;11822720175080115;1;"ATOrd 0001182-27.2017.5.08.0115";506929048
677;0001180-57.2017.5.08.0115;TRT8;ATORD;2017-05-31;11805720175080115;1;"ATOrd 0001180-57.2017.5.08.0115";506929661
678;0001181-42.2017.5.08.0115;TRT8;ATORD;2017-05-31;11814220175080115;1;"ATOrd 0001181-42.2017.5.08.0115";506930020
679;0001183-12.2017.5.08.0115;TRT8;ATORD;2017-05-31;11831220175080115;1;"ATOrd 0001183-12.2017.5.08.0115";506930145
680;0001178-87.2017.5.08.0115;TRT8;ATORD;2017-05-30;11788720175080115;1;"ATOrd 0001178-87.2017.5.08.0115";506930447
681;0001175-35.2017.5.08.0115;TRT8;ATORD;2017-05-30;11753520175080115;1;"ATOrd 0001175-35.2017.5.08.0115";506930584
682;0001185-79.2017.5.08.0115;TRT8;ATORD;2017-05-31;11857920175080115;1;"ATOrd 0001185-79.2017.5.08.0115";506930844
683;0001177-05.2017.5.08.0115;TRT8;ATORD;2017-05-30;11770520175080115;1;"ATOrd 0001177-05.2017.5.08.0115";506931084
684;0001176-20.2017.5.08.0115;TRT8;ATORD;2017-05-30;11762020175080115;1;"ATOrd 0001176-20.2017.5.08.0115";506932525
685;0000674-29.2015.5.19.0056;TRT19;ATORD;2015-07-02;6742920155190056;1;"ATOrd 0000674-29.2015.5.19.0056";506986891
686;0000840-61.2015.5.19.0056;TRT19;ATORD;2015-08-31;8406120155190056;1;"ATOrd 0000840-61.2015.5.19.0056";506987336
687;0000835-39.2015.5.19.0056;TRT19;ATORD;2015-08-31;8353920155190056;1;"ATOrd 0000835-39.2015.5.19.0056";506987452
688;0000860-52.2015.5.19.0056;TRT19;ATORD;2015-09-06;8605220155190056;1;"ATOrd 0000860-52.2015.5.19.0056";506987980
689;0000557-38.2015.5.19.0056;TRT19;ATORD;2015-05-27;5573820155190056;1;"ATOrd 0000557-38.2015.5.19.0056";506990110
690;0000836-24.2015.5.19.0056;TRT19;ATORD;2015-08-31;8362420155190056;1;"ATOrd 0000836-24.2015.5.19.0056";506996400
691;0000837-09.2015.5.19.0056;TRT19;ATORD;2015-08-31;8370920155190056;1;"ATOrd 0000837-09.2015.5.19.0056";506997841
692;0000042-03.2015.5.19.0056;TRT19;ATORD;2015-01-22;420320155190056;1;"ATOrd 0000042-03.2015.5.19.0056";506998028
693;0000811-33.2014.5.19.0060;TRT19;ATSUM;2014-06-19;8113320145190060;1;"ATSum 0000811-33.2014.5.19.0060";514645897
694;0001373-64.2015.5.19.0009;TRT19;ATORD;2015-10-04;13736420155190009;1;"ATOrd 0001373-64.2015.5.19.0009";521763089
695;0000165-35.2014.5.19.0056;TRT19;ROT;2015-03-13;1653520145190056;2;"ROT 0000165-35.2014.5.19.0056";527750753
