;REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
1;NORTE;AP;MACAPÁ;SANTO ANTÔNIO DA PEDREIRA;01420.015467/2015-61;CERTIFICADA;28/2016;07/03/2016;54000.009357/2018-10;
1;NORTE;AP;MACAPÁ;ABACATE DA PEDREIRA;01420.002351/2015-61;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CAFARNAUM;QUEIMADA DO TIANO, ERVA CIDREIRA e LAGOA DO GADO;01420.004895/2015-68;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CAFARNAUM;PRESÍDIO, CHAREL, CURRALINHO e ROÇA DO MEIO;01420.004894/2015-13;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CAFARNAUM;BANDEIRA, SALAMINHO e UMBUZEIRO;01420.004893/2015-79;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;IRECÊ;LAGOA NOVA;01420.006396/2015-13;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VERA CRUZ;TERERÉ;01420.006140/2015-06;CERTIFICADA;28/2016;07/03/2016;54160.000484/2017-18;
1;NORDESTE;BA;VERA CRUZ;MARAGOJIPINHO;01420.006165/2015-00;CERTIFICADA;28/2016;07/03/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;RIBEIRÃO DAS NEVES;IRMANDADE DO ROSARIO DE JUSTINÓPOLIS;01420.001750/2015-13;CERTIFICADA;28/2016;07/03/2016;54170.002801/2016-52;
1;NORDESTE;MA;SÃO JOÃO BATISTA;CHAPADA GRANDE ;01420.012431/2014-44;CERTIFICADA;64/2016;29/04/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MATINHA;PREGUIÇA VELHA;01420.001594/2014-00 ;CERTIFICADA;64/2016;29/04/2016;54230.001438/2008-96 ;
1;SUDESTE;MG;BONITO DE MINAS;SALTO DO BORRACHUDO;01420.015810/2013-13;CERTIFICADA;64/2016;29/04/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;BONITO DE MINAS;CABECEIRA DO SALTO;01420.015807/2013-91;CERTIFICADA;64/2016;29/04/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BACURI;BARREIRA;01420.005285/2015-81;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;TITULADO
1;NORDESTE;MA;BACURI;SANTA ROSA;01420.005287/2015-71;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BARREIRINHAS;CABECEIRA DO CENTRO;01420.012822/2014-69;CERTIFICADA;104/2016;20/05/2016;54230.000886/2013-30;
1;NORDESTE;MA;BARREIRINHAS;FURA BRAÇO;01420.010185/2015-77;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BARREIRINHAS;MARCELINO;01420.010184/2015-22;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BARREIRINHAS;SANTA CRUZ;01420.012823/2014-11;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BARREIRINHAS;SANTA MARIA II;01420.010187/2015-66;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;BARREIRINHAS;SANTA RITA ;01420.012824/2014-58;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CAJARI;BOA VISTA;01420.010202/2014/95;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CANTANHEDE;TAMBÁ, LIVRAMENTO, CORRENTE e CAJUEIRO;01420.007665/2014-70;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ICATU;BOQUEIRÃO;01420.017084/2011-01;CERTIFICADA;104/2016;20/05/2016;54230.007270/2011-28 ;
1;NORDESTE;MA;ICATU;QUARTÉIS;01420.016709/2013-71;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ITAPECURU-MIRIM;JAIBARA DOS RODRIGUES;01420.008230/2015-23;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ITAPECURU-MIRIM;CORRENTE II;01420.008229/2015-07;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ITAPECURU-MIRIM;SÃO JOSÉ DOS MATOS;01420.008233/2015-67;CERTIFICADA;104/2016;20/05/2016;54230.000775/2017-57;
1;NORDESTE;MA;ITAPECURU-MIRIM;SUMAÚMA;01420.008234/2015-10;CERTIFICADA;104/2016;20/05/2016;54230.004082/2006-81 ;
1;NORDESTE;MA;ITAPECURU-MIRIM;TINGIDOR;01420.008237/2015-45;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ITAPECURU-MIRIM;TERRA PRETA;01420.008236/2015-09;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MATINHA;JACUICA;01420.001849/2015-15;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MATINHA;PREGUIÇA NOVA;01420.005609/2014-09;CERTIFICADA;104/2016;20/05/2016;54230.002029/2008-15;
1;NORDESTE;MA;MATINHA;SANTA MARIA;01420.017334/2014-48;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MATINHA;ALTO DA PEDRA;01420.014656/2015-16;CERTIFICADA;104/2016;20/05/2016;54230.002021/2008-41 ;
1;NORDESTE;MA;MATÕES;ASSUVIANTE;01420.011781/2014-93;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MIRINZAL;COLÔNIA;01420.002820/2013-81;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MIRINZAL;MATA DE PANTALEÃO;01420.007724/2015-91;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;MIRINZAL;PARAÍSO e ANAJASAU;01420.004220/2015-19;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;NINA RODRIGUES;AMAPÁ DOS LUCINDOS;01420.005951/2014-09;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;NINA RODRIGUES;MALHADALTA DE ADÃO;01420.005950/2014-56;CERTIFICADA;104/2016;20/05/2016;54230.000939/2017-46;
1;NORDESTE;MA;MATINHA;ENSEADA GRANDE;01420.014657/2015-61;CERTIFICADA;104/2016;20/05/2016;54230.001447/2008-87 ;
1;NORDESTE;MA;PRESIDENTE JUSCELINO;MIRINZAL;01420.001851/2015-86;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO DOMINGOS DO AZEITÃO;TABULEIRÃO;01420.010651/2015-14;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO JOÃO BATISTA;QUIÁ e NOVA BRASÍLIA;01420.012423/2014-06;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO JOÃO BATISTA;OLHO D'ÁGUA DOS BODES;01420.012430/2014-08;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;OUTEIRO DE MARIA JUSTINA;01420.010210/2014-31 ;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;POLEIRO;01420.007136/2015-57;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;SANTA BÁRBARA;01420.004641/2011-16;CERTIFICADA;104/2016;20/05/2016;54230.002296/2011-80 ;
1;NORDESTE;MA;SÃO VICENTE FERRER;SÃO FRANCISCO DOS AROUCHAS;01420.007471/2014-74;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;SÃO PEDRO;01420.007137/2015-00;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;SOARES;01420.004499/2015-31;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SÃO VICENTE FERRER;TABOCAL e ILHA D'ÁGUA;01420.013700/2014-90;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SERRANO DO MARANHÃO;SOLEDADE;01420.001850/2015-31                                                                                                  ;CERTIFICADA;104/2016;20/05/2016;54230.007593/2013-83 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;SÃO BENEDITO;01420.005311/2010-67;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;TURIAÇU;CRISPIM;01420.007470/2014-20;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;VARGEM GRANDE;BOA VISTA DOS CONRADOS;01420.004502/2015-16;CERTIFICADA;104/2016;20/05/2016;54230.007401/2015-09;
1;NORDESTE;MA;VIANA;SANTA HELENA II;01420.011161/2013-73;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;CACHOEIRA DO SUL;RINCÃO DO IRAPUAZINHO;01420.001748/2015-36;CERTIFICADA;104/2016;20/05/2016;54220.001146/2017-63;
1;SUL;RS;CARAZINHO;FLOR DA SERRA;01420.006673/2013-18;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;CERRO GRANDE DO SUL;VILA JOAQUINA;01420.014805/2014-66;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;CERRO GRANDE DO SUL;VILA VENTURA;01420.014807/2014-55;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;FORMIGUEIRO;MARIA JOAQUINA;01420.010465/2015-85;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;FORTALEZA DOS VALOS;COSTANEIRA;01420.012681/2014-84;CERTIFICADA;104/2016;20/05/2016;54220.001447/2014-44;
1;SUL;RS;LAJEADO;UNIDOS DO LAJEADO;01420.002051/2015-82;CERTIFICADA;104/2016;20/05/2016;54000.042500/2018-85;
1;SUL;RS;MUITOS CAPÕES;MATO GRANDE;01420.006863/2014-16;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;RODEIO BONITO;BINO;01420.008476/2015-03;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;SARANDI;BEIRA CAMPO;01420.006865/2014-13;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;TERRA DE AREIA;BOA VISTA ;01420.006678/2014-21;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;TERRA DE AREIA;ZÂMBIA;01420.006679/2014-76;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUL;RS;TRIUNFO;MORADA DA PAZ;01420.010095/2015-86;CERTIFICADA;104/2016;20/05/2016;54000.010989/2017-45;
1;NORDESTE;SE;LAGARTO;CAMPO DO CRIOULO, CRIOULO, MADALENA, PINDOBA e SACO DO TIGRE;01420.011413/2014-45;CERTIFICADA;104/2016;20/05/2016;54370.001787/2016-13;
1;NORDESTE;SE ;SIRIRI              ;CASTANHAL;01420.004430/2013-45;CERTIFICADA;104/2016;20/05/2016;54370.001786/2016-79;
1;CENTRO-OESTE;MT;BARRA DO BUGRES;ÁGUA DOCE;01420.010181/2015-99;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PB;SÃO BENTO;TERRA NOVA;01420.003988/2015-75;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;BOM CONSELHO;MOCÓS;01420.007064/2015-48;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;CAMPO ALEGRE DO FIDALGO;SANTA MARIA DO CANTO;01420.016249/2014-62;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;PAULISTANA;SOMBRIO;01420.014964/2014-61;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PI;PIRIPIRI;MARINHEIRO;01420.003189/2008-70;CERTIFICADA;104/2016;20/05/2016;54380.002421/2007-51;
1;NORDESTE;PI;PIRIPIRI;VAQUEJADOR;01420.003188/2008-25;CERTIFICADA;104/2016;20/05/2016;54380.002423/2007-41;
1;NORTE;TO;PONTE ALTA DO TOCANTINS;LAGOA AZUL;01420.002405/2016-70;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;ES;LINHARES;DEGREDO;01420.002898/2015-67;CERTIFICADA;104/2016;20/05/2016;54000.210945/2018-02;
1;SUDESTE;SP;CANANÉIA;RIO DAS MINAS;01420.015600/2015-89;CERTIFICADA;104/2016;20/05/2016;54190.002168/2016-84;
1;SUDESTE;MG;ANGELÂNDIA;SANTO ANTÔNIO DOS MOREIRAS;01420.000458/2016-56;CERTIFICADA;104/2016;20/05/2016;54170.008385/2016-04;
1;SUDESTE;MG      ;BONITO DE MINAS         ;MANDUS  ;01420.001861/2016-01;CERTIFICADA;104/2016;20/05/2016;54170.008384/2016-51;
1;SUDESTE;MG;BERILO;BREJO;01420.015525/2015-56;CERTIFICADA;104/2016;20/05/2016;54170.008382/2016-62;
1;SUDESTE;MG;BERILO;CRUZEIRO;01420.006976/2013-31;CERTIFICADA;104/2016;20/05/2016;54170.008381/201618;
1;SUDESTE;MG;BERILO;TABULEIRO;01420.006975/2013-96;CERTIFICADA;104/2016;20/05/2016;54170.008380/2016-73;
1;SUDESTE;MG;CAPELINHA;SANTO ANTÔNIO DO FANADO;01420.010966/2015-61;CERTIFICADA;104/2016;20/05/2016;54170.008379/2016-49;
1;SUDESTE;MG;CORONEL MURTA;MUTUCA DE CIMA;01420.000459/2016-09;CERTIFICADA;104/2016;20/05/2016;54170.008378/2016-02;
1;SUDESTE;MG;CHAPADA DO NORTE;FACEIRA;01420.007821/2010-79;CERTIFICADA;104/2016;20/05/2016;54170.008377/2016-50;
1;SUDESTE;MG;CHAPADA DO NORTE;CÓRREGO DO ROCHA;01420.007826/2010-00;CERTIFICADA;104/2016;20/05/2016;54170.008376/2016-13;
1;SUDESTE;MG;JENIPAPO DE MINAS;VILA SILVOLÂNDIA;01420.014655/2015-71;CERTIFICADA;104/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;MG;PAULISTAS;ROBERTOS;01420.009401/2015-31;CERTIFICADA;104/2016;20/05/2016;54170.008373/2016-71;
1;SUDESTE;MG;SANTA HELENA DE MINAS;MARCINEIROS     ;01420.002301/2016-65;CERTIFICADA;104/2016;20/05/2016;54170.008371/2016-82;
1;SUDESTE;MG;VIRGEM DA LAPA;CAMPINHOS;01420.011982/2015-71;CERTIFICADA;104/2016;20/05/2016;54170.008370/2016-38;
1;SUDESTE;MG;VIRGEM DA LAPA;CAPIM PUBA;01420.011986/2015-50;CERTIFICADA;104/2016;20/05/2016;54170.008369/2016-11;
1;SUDESTE;MG;VIRGEM DA LAPA;MUTUCA DE BAIXO, LAVRINHA, PACHECO, CÓRREGO DO BREJO e MORRO REDONDO ;01420.014885/2015-31;CERTIFICADA;104/2016;20/05/2016;54170.008368/2016-69;
1;SUDESTE;MG;VIRGEM DA LAPA;GRAVATÁ e MASSACARÁ;01420.014881/2015-52;CERTIFICADA;104/2016;20/05/2016;54170.008367/2016-14;
1;SUDESTE;MG;VIRGEM DA LAPA;ONÇA;01420.014890/2015-43;CERTIFICADA;104/2016;20/05/2016;54170.008366/2016-70;
1;SUDESTE;MG;VIRGEM DA LAPA;SÃO JOSÉ;01420.015527/2015-45;CERTIFICADA;104/2016;20/05/2016;54170.002058/2016-31;
1;NORDESTE;BA;ABAÍRA;BARRA DE CATOLÉS;01420.007567/2014-32;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;BONINAL;OLHOS D´ÁGUINHA ;01420.002820/2007-32;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;BONITO;BALIZA;01420.011476/2015-82;CERTIFICADA;103/2016;20/05/2016;54160.000484/2017-30;
1;NORDESTE;BA;CAMPO FORMOSO;GAMELEIRA DO DIDA;01420.009537/2014-61;CERTIFICADA;103/2016;20/05/2016;54160.000484/2017-10;
1;NORDESTE;BA;CANSANÇÃO;TAMANDUÁ;01420.001374/2014-78;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;CASA NOVA;LAGOINHA;01420.014607/2015-83;CERTIFICADA;103/2016;20/05/2016;54160.000484/2017-15;
1;NORDESTE;BA;CORAÇÃO DE MARIA;ENGENHO DA RAIZ MANGALÔ;01420.007130/2015-80;CERTIFICADA;103/2016;20/05/2016;54000.029996/2017-11;
1;NORDESTE;BA;FÁTIMA;SERRADINHA;01420.005714/2014-30;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;FILADÉLFIA ;MORRINHOS;01420.013696/2015-41;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;GENTIO DO OURO;MATO GROSSO;01420.001705/2015-51;CERTIFICADA;103/2016;20/05/2016;54000.075173/2020-62;
1;NORDESTE;BA;JEREMOABO;JUAZEIRO DOS CAPOTES;01420.014208/2015-12;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;JUAZEIRO;ALAGADIÇO;01420.008396/2015-40 ;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA      ;MURITIBA;BAIXA GRANDE;01420.001897/2016-86;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MIRANGABA;ALMEIDA;01420.005730/2014-22;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MUQUÉM DE SÃO FRANCISCO;PEDRINHAS;01420.000545/2016-11;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MUQUÉM DE SÃO FRANCISCO;CIPÓ I;01420.006989/2015-71;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;NOVO HORIZONTE;GÓIS;01420.004274/2014-01;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;ANGICO;01420.007021/2015-62;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;BARRA;01420.016018/2015-30;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;JUAZEIRINHO E ADJACÊNCIAS;01420.016018/2015-30;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;AROEIRA;01420.016023/2015-42;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;TOQUINHA;01420.016023/2015-42;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;BRASILEIRA E ADJACÊNCIAS;01420.016023/2015-42;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA ;PALMAS DE MONTE ALTO;LAGOA SECA E REGIOES VIZINHAS;01420.016026/2015-86;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;EMPOEIRA;01420.016021/2015-53;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;JUREMA E ADJACENCIAS;01420.016022/2015-06;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMAS DE MONTE ALTO;FAZENDA CAMPOS SÍTIO LEÃO;01420.016024/2015-97;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;MUNDO NOVO;JEQUITIBÁ;01420.016015/2015-04;CERTIFICADA;103/2016;20/05/2016;54160.000484/2017-19;
1;NORDESTE;BA ;SÃO FELIX                       ;TERRENO DO GOVERNO;01420.001894/2016-42;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;SÃO FELIX;SUBAHUMA E ENGENHOCA;01420.001898/2016-21;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;PALMEIRAS;TEJUCO;01420.008877/2014-74;CERTIFICADA;103/2016;20/05/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;ÓBIDOS;PATAUÁ UMIRIZAL;01420.012770/2014-21;CERTIFICADA;103/2016;20/05/2016;54105.000030/2004-21 ;
1;NORTE;PA;PORTEL;SÃO TOMÉ DE TAUÇÚ;01420.009576/2015-49;CERTIFICADA;103/2016;20/05/2016;54100.000013/2017-36;
1;NORTE;PA;PORTEL;CIPOAL RIO DO PACAJÁ;01420.009573/2015-13;CERTIFICADA;103/2016;20/05/2016;54100.000011/2017-47;
1;SUDESTE;RJ;MANGARATIBA;FAZENDA SANTA JUSTINA/SANTA ISABEL;01420.006924/2013-64;CERTIFICADA;103/2016;20/05/2016;54180.000692/2016-10;
1;SUDESTE;RJ;NITERÓI;GROTÃO;01420.001829/2016-17;CERTIFICADA;103/2016;20/05/2016;54000.137236/2018-67;
1;SUDESTE;SP;ELDORADO;BAIRRO DAS OSTRAS;01420.008121/2015-14;CERTIFICADA;103/2016;20/05/2016;54190.002166/2016-75;
1;NORTE;PA;BARCARENA;SÍTIO CONCEIÇÃO;01420.002156/2015-31;CERTIFICADA;221/2016;17/10/2016;54100.004372/2016-81;
1;NORTE;PA;BARCARENA;SÍTIO CUPUAÇU/BOA VISTA;01420.002160/2015-08;CERTIFICADA;222/2016;17/10/2016;54100.004370/2016-92;
1;NORTE;PA;BARCARENA;SÍTIO SÃO JOÃO;01420.002158/2015-21;CERTIFICADA;223/2016;17/10/2016;54100.004371/2016-37;
1;NORTE;PA;BARCARENA;GIBRIÉ DO SÃO LOURENÇO;01420.014842/2015-55;CERTIFICADA;218/2016;17/10/2016;54100.004359/2016-22;
1;NORTE;PA;IRITUIA;SANTA MARIA DO RETIRO;01420.006201/2016-16;CERTIFICADA;219/2016;17/10/2016;NÃO TEM PROCESSO NO INCRA;
1;NORTE;PA;IRITUIA;SANTO ANTÔNIO;01420.006396/2016-96;CERTIFICADA;220/2016;17/10/2016;NÃO TEM PROCESSO NO INCRA;
1;SUDESTE;SP;ELDORADO;ENGENHO;01420.011574/2016-09;CERTIFICADA;260/2016;17/10/2016;54190.002165/2016-21;
1;CENTRO-OESTE;GO;ABADIA DE GOIÁS;RECANTOS DOURADOS;01420.010787/2016-13;CERTIFICADA;261/2016;17/10/2016;54150.000102/2017-97;
1;NORDESTE;MA;ANAJATUBA;TESO GRANDE;01420.006466/2016-14;CERTIFICADA;38/2017;17/01/2017;54190.002165/2016-21 - 54230.001189/2017-20;
1;NORDESTE;MA;PINHEIRO;PACOÃ;01420.005988/2016-91;CERTIFICADA;39/2017;17/01/2017;54230.000640/2007-10;
1;NORDESTE;MA;ALTO PARNAÍBA;MACACOS, BREJIM E CURUPÁ;01420.004482/2016-64;CERTIFICADA;40/2017;17/01/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;ANAJATUBA;LADEIRA;01420.006465/2016-61;CERTIFICADA;41/2017;17/01/2017;54230.001190/2017-54;
1;NORDESTE;MA;AXIXÁ;CENTRO GRANDE;01420.005489/2016-01;CERTIFICADA;18/2017;17/01/2017;54230.000235/2017-73;
1;NORDESTE;MA;ANAJATUBA;BOM JARDIM;01420.007101/2016-07;CERTIFICADA;42/2017;17/01/2017;54230.001188/2017-85;
1;NORDESTE;MA;PINHEIRO;BEM FICA;01420.005962/2016-42;CERTIFICADA;19/2017;17/01/2017;54230.000604/2007-56;
1;NORDESTE;MA;PINHEIRO;SANTA MARIA;01420.005986/2016-00;CERTIFICADA;43/2017;17/01/2017;54230.000647/2007-31;
1;NORDESTE;MA;AXIXÁ;BURGOS;01420.005488/2016-59;CERTIFICADA;20/2017;17/01/2017;54230.000236/2017-18;
1;NORDESTE;MA;PERI MIRIM;ITAQUIPÉ;01420.007281/2016-19;CERTIFICADA;21/2017;17/01/2017;54230.000720/2017-47;
1;NORDESTE;MA;ANAJATUBA;CUMBI;01420.007099/2016-68;CERTIFICADA;30/2017;17/01/2017;54230.001193/2017-98;
1;NORDESTE;MA;ANAJATUBA;ILHAS DO TESO;01420.007100/2016-54;CERTIFICADA;31/2017;17/01/2017;54230.001191/2017-07;
1;NORDESTE;MA;SÃO BENEDITO DO RIO PRETO;GUARIMÃ;01420.006692/2016-97;CERTIFICADA;32/2017;17/01/2017;54230.001397/2017-29;
1;NORDESTE;MA;ANAJATUBA;CUPAUBA;01420.006463/2016-72;CERTIFICADA;34/2017;17/01/2017;54230.001201/2017-04;
1;NORDESTE;MA;ANAJATUBA;CENTRO DE ISIDÓRIO;01420.007097/2016-79;CERTIFICADA;22/2017;17/01/2017;54230.001192/2017-43;
1;NORDESTE;MA;PINHEIRO;BELO MONTE;01420.005966/2016-21;CERTIFICADA;35/2017;17/01/2017;54230.000669/2007-00;
1;NORDESTE;MA;PINHEIRO;GUARIBAL;01420.005987/2016-46;CERTIFICADA;23/2017;17/01/2017;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;PINHEIRO;SANTA VITÓRIA DO GAMA;01420.005967/2016-75;CERTIFICADA;36/2017;17/01/2017;NÃO TEM PROCESSO NO INCRA;
